pa1.controller;GameBoardController;41245;11225;0;0;0;0;386;0;0;0;0;0;476;0;27344;12084;59697;17332
pa1.controller;GameController;24862;5125;0;0;0;0;16;0;31853;6296;25588;5884;0;0;0;0;0;0
pa1.model;ExtraLife;4919;2099;0;0;0;0;374;0;0;0;0;0;474;0;0;0;0;0
pa1.model;Position;7734;3319;0;0;0;0;414;0;0;0;0;0;481;0;0;0;0;0
pa1.model;StopCell;12922;4480;0;0;0;0;412;0;0;0;0;0;481;0;0;0;0;0
pa1.model;Gem;4591;2189;0;0;0;0;370;0;0;0;0;0;537;0;0;0;0;0
pa1.model;EntityCell;30029;5840;0;0;0;0;382;0;0;0;0;0;505;0;0;0;0;0
pa1.model;GameState;23772;8429;0;0;0;0;413;0;0;0;0;0;488;0;93049;19122;53523;17943
pa1.model;Entity;20763;3769;0;0;0;0;401;0;0;0;0;0;563;0;0;0;0;0
pa1.model;Mine;4224;2079;0;0;0;0;431;0;0;0;0;0;533;0;0;0;0;0
pa1.model;MoveStack;8599;2953;0;0;0;0;426;0;0;0;0;0;502;0;0;0;0;0
pa1.model;Player;4284;2176;0;0;0;0;429;0;0;0;0;0;564;0;0;0;0;0
pa1.model;MoveResult;7396;4837;0;0;0;0;441;0;0;0;0;0;564;0;0;0;0;0
pa1.model;GameBoard;29804;8982;0;0;0;0;431;0;0;0;0;0;605;0;0;0;0;0
