PA21;pa1.controller;GameBoardController;1;0;0;1;4058;1;55;0;0;7301;1698;4113
PA21;pa1.controller;GameBoardController;1;1;0;0;0;2;3610;1;250;9041;1569;3860
PA21;pa1.controller;GameBoardController;1;1;0;0;0;0;0;2;4503;86252;1579;12171
PA21;pa1.controller;GameBoardController;1;1;0;0;0;0;0;3;5922;163463;1640;13590
PA21;pa1.controller;GameController;1;0;0;1;1586;1;35;0;0;2750;573;1621
PA21;pa1.controller;GameController;1;0;0;0;0;2;1934;0;0;3469;636;1934
PA21;pa1.controller;GameController;1;0;0;0;0;3;1743;0;0;4112;591;1743
PA21;pa1.model;ExtraLife;1;1;1;1;1155;1;101;1;254;1789;304;1510
PA21;pa1.model;Position;1;1;1;1;3292;1;110;1;314;2390;1365;3716
PA21;pa1.model;StopCell;1;1;0;1;1686;1;107;1;242;3401;595;2035
PA21;pa1.model;StopCell;1;1;1;0;0;0;0;2;2290;45201;625;4083
PA21;pa1.model;Gem;1;1;1;1;1151;1;101;1;245;1781;344;1497
PA21;pa1.model;EntityCell;1;1;1;1;2642;1;104;1;339;2665;1060;3085
PA21;pa1.model;GameState;1;1;1;1;4402;1;147;1;235;5796;2077;4784
PA21;pa1.model;Entity;1;1;0;1;1663;1;125;1;285;1633;500;2073
PA21;pa1.model;Entity;1;1;1;0;0;0;0;2;2695;93718;549;4483
PA21;pa1.model;Mine;1;1;1;1;1153;1;112;1;258;1791;319;1523
PA21;pa1.model;MoveStack;1;1;1;1;1940;1;138;1;261;2016;753;2339
PA21;pa1.model;Player;1;1;0;1;1217;1;120;1;291;1778;324;1628
PA21;pa1.model;Player;1;1;1;0;0;0;0;2;1471;3033;321;2808
PA21;pa1.model;MoveResult;1;1;1;1;3028;1;150;1;271;3831;1324;3449
PA21;pa1.model;GameBoard;1;1;1;1;7154;1;180;1;235;5112;3512;7569
