pa1.controller;GameBoardController;4058;8999;0;0;0;0;55;0;3610;10610;0;0;250;0;4503;87831;5922;165103
pa1.controller;GameController;1586;3323;0;0;0;0;35;0;1934;4105;1743;4703;0;0;0;0;0;0
pa1.model;ExtraLife;1155;2093;0;0;0;0;101;0;0;0;0;0;254;0;0;0;0;0
pa1.model;Position;3292;3755;0;0;0;0;110;0;0;0;0;0;314;0;0;0;0;0
pa1.model;StopCell;1686;3996;0;0;0;0;107;0;0;0;0;0;242;0;2290;45826;0;0
pa1.model;Gem;1151;2125;0;0;0;0;101;0;0;0;0;0;245;0;0;0;0;0
pa1.model;EntityCell;2642;3725;0;0;0;0;104;0;0;0;0;0;339;0;0;0;0;0
pa1.model;GameState;4402;7873;0;0;0;0;147;0;0;0;0;0;235;0;0;0;0;0
pa1.model;Entity;1663;2133;0;0;0;0;125;0;0;0;0;0;285;0;2695;94267;0;0
pa1.model;Mine;1153;2110;0;0;0;0;112;0;0;0;0;0;258;0;0;0;0;0
pa1.model;MoveStack;1940;2769;0;0;0;0;138;0;0;0;0;0;261;0;0;0;0;0
pa1.model;Player;1217;2102;0;0;0;0;120;0;0;0;0;0;291;0;1471;3354;0;0
pa1.model;MoveResult;3028;5155;0;0;0;0;150;0;0;0;0;0;271;0;0;0;0;0
pa1.model;GameBoard;7154;8624;0;0;0;0;180;0;0;0;0;0;235;0;0;0;0;0
