PA21;pa1.controller;GameBoardController;1;0;0;1;4026;1;40;0;0;7301;1729;4066
PA21;pa1.controller;GameBoardController;1;1;0;0;0;2;3926;1;263;9047;1622;4189
PA21;pa1.controller;GameBoardController;1;1;0;0;0;0;0;2;3943;11291;1657;11895
PA21;pa1.controller;GameBoardController;1;1;1;0;0;0;0;3;4088;13535;1716;12040
PA21;pa1.controller;GameController;1;0;0;1;1948;1;29;0;0;2750;632;1977
PA21;pa1.controller;GameController;1;0;0;0;0;2;1525;0;0;3478;478;1525
PA21;pa1.controller;GameController;1;0;0;0;0;3;1443;0;0;4032;459;1443
PA21;pa1.model;ExtraLife;1;1;1;1;1074;1;161;1;279;1789;291;1514
PA21;pa1.model;Position;1;1;1;1;2609;1;195;1;284;2390;1109;3088
PA21;pa1.model;StopCell;1;1;1;1;1836;1;169;1;268;3401;600;2273
PA21;pa1.model;Gem;1;1;1;1;1291;1;169;1;323;1781;331;1783
PA21;pa1.model;EntityCell;1;1;1;1;2324;1;188;1;282;2665;1000;2794
PA21;pa1.model;GameState;1;1;1;1;3932;1;183;1;278;5796;1912;4393
PA21;pa1.model;Entity;1;1;0;1;1318;1;164;1;340;1633;457;1822
PA21;pa1.model;Entity;1;1;1;0;0;0;0;2;2601;93715;496;4083
PA21;pa1.model;Mine;1;1;1;1;1003;1;171;1;296;1791;274;1470
PA21;pa1.model;MoveStack;1;1;1;1;1713;1;192;1;304;2016;638;2209
PA21;pa1.model;Player;1;1;0;1;1267;1;183;1;372;1778;330;1822
PA21;pa1.model;Player;1;1;1;0;0;0;0;2;1809;3043;385;3259
PA21;pa1.model;MoveResult;1;1;1;1;3031;1;210;1;286;3831;1328;3527
PA21;pa1.model;GameBoard;1;1;1;1;7696;1;224;1;313;5112;3553;8233
