PA21;pa1.controller;GameBoardController;1;0;0;1;66422;1;68;0;0;6570;5854;66490
PA21;pa1.controller;GameBoardController;1;1;1;0;0;2;27329;1;282;8184;3051;27611
PA21;pa1.controller;GameController;1;0;0;1;48894;1;27;0;0;2481;4556;48921
PA21;pa1.controller;GameController;1;0;0;0;0;2;29682;0;0;3115;3105;29682
PA21;pa1.controller;GameController;1;0;0;0;0;3;52582;0;0;3740;4879;52582
PA21;pa1.model;Mine;1;1;1;1;5863;1;210;1;401;1643;620;6474
PA21;pa1.model;Player;1;1;1;1;4177;1;159;1;339;1630;508;4675
PA21;pa1.model;MoveStack;1;1;1;1;11236;1;179;1;326;1824;1194;11741
PA21;pa1.model;Entity;1;1;1;1;19499;1;185;1;295;1508;2051;19979
PA21;pa1.model;MoveResult;1;1;1;1;9049;1;182;1;280;3515;1315;9511
PA21;pa1.model;ExtraLife;1;1;1;1;5756;1;163;1;288;1640;625;6207
PA21;pa1.model;Gem;1;1;1;1;3727;1;171;1;286;1633;330;4184
PA21;pa1.model;StopCell;1;1;1;1;20620;1;177;1;286;3080;2198;21083
PA21;pa1.model;Position;1;1;1;1;10554;1;196;1;289;2108;1408;11039
PA21;pa1.model;GameBoard;1;1;1;1;26900;1;227;1;292;4602;3793;27419
PA21;pa1.model;GameState;1;1;0;1;27813;1;195;1;290;5185;3548;28298
PA21;pa1.model;GameState;1;1;0;0;0;0;0;2;21633;8139;2819;49641
PA21;pa1.model;GameState;1;1;1;0;0;0;0;3;46376;11109;4854;74384
PA21;pa1.model;EntityCell;1;1;1;1;17963;1;398;1;495;2428;1896;18856
