PA21;pa1.controller;GameBoardController;1;0;0;1;21293;1;21;0;0;6570;2560;21314
PA21;pa1.controller;GameBoardController;1;0;0;0;0;2;24271;0;0;7856;3302;24271
PA21;pa1.controller;GameBoardController;1;1;1;0;0;3;23884;1;332;9548;3327;24216
PA21;pa1.controller;GameController;1;0;0;1;29769;1;23;0;0;2481;3437;29792
PA21;pa1.controller;GameController;1;0;0;0;0;2;34616;0;0;3318;3662;34616
PA21;pa1.controller;GameController;1;0;0;0;0;3;29379;0;0;4264;3396;29379
PA21;pa1.model;ExtraLife;1;1;1;1;2236;1;226;1;347;1640;259;2809
PA21;pa1.model;Position;1;1;1;1;8737;1;236;1;330;2108;1379;9303
PA21;pa1.model;StopCell;1;1;1;1;10137;1;230;1;336;3080;1281;10703
PA21;pa1.model;Gem;1;1;1;1;3888;1;230;1;333;1633;429;4451
PA21;pa1.model;EntityCell;1;1;1;1;10324;1;231;1;343;2428;1524;10898
PA21;pa1.model;GameState;1;1;1;1;20475;1;243;1;337;5185;3319;21055
PA21;pa1.model;Entity;1;1;1;1;6002;1;234;1;340;1508;754;6576
PA21;pa1.model;Mine;1;1;1;1;3888;1;232;1;339;1643;435;4459
PA21;pa1.model;MoveStack;1;1;1;1;10322;1;239;1;341;1824;1387;10902
PA21;pa1.model;Player;1;1;1;1;3164;1;234;1;349;1630;346;3747
PA21;pa1.model;MoveResult;1;1;1;1;7366;1;251;1;349;3515;1305;7966
PA21;pa1.model;GameBoard;1;1;1;1;33893;1;260;1;350;4602;5158;34503
