PA21;pa1.controller;GameBoardController;1;1;1;1;38800;1;120;1;259;6520;3672;39179
PA21;pa1.controller;GameController;1;0;0;1;35486;1;51;0;0;2411;3287;35537
PA21;pa1.controller;GameController;1;1;0;0;0;2;18311;1;396;3003;2490;18707
PA21;pa1.controller;GameController;1;1;0;0;0;0;0;2;33884;29194;3384;87681
PA21;pa1.controller;GameController;1;1;0;0;0;0;0;3;26062;55846;3123;79859
PA21;pa1.model;Mine;1;1;1;1;9805;1;132;1;298;1612;744;10235
PA21;pa1.model;MoveStack;1;1;0;1;7444;1;96;1;265;1810;853;7805
PA21;pa1.model;MoveStack;1;1;1;0;0;0;0;2;15292;13830;1767;22832
PA21;pa1.model;MoveResult;1;1;1;1;6723;1;128;1;298;3486;1283;7149
PA21;pa1.model;Player;1;1;0;1;7248;1;83;1;234;1599;726;7565
PA21;pa1.model;Player;1;1;1;0;0;0;0;2;4165;2503;425;11496
PA21;pa1.model;GameBoard;1;1;1;1;22114;1;150;1;280;4531;3252;22544
PA21;pa1.model;StopCell;1;1;1;1;6347;1;138;1;349;3032;812;6834
PA21;pa1.model;Position;1;1;1;1;10098;1;187;1;641;2100;1597;10926
PA21;pa1.model;ExtraLife;1;1;1;1;5637;1;114;1;386;1609;617;6137
PA21;pa1.model;Gem;1;1;1;1;12427;1;122;1;370;1602;1247;12919
PA21;pa1.model;GameState;1;1;1;1;13669;1;198;1;496;5135;2098;14363
PA21;pa1.model;EntityCell;1;1;1;1;16949;1;164;1;580;2392;2009;17693
PA21;pa1.model;Entity;1;1;1;1;9280;1;165;1;775;1481;873;10220
