pa1.controller;GameBoardController;33965;10451;0;0;0;0;607;0;0;0;0;0;301;0;26353;17007;20540;23558
pa1.controller;GameController;23534;4591;34350;5815;0;0;67;0;18234;5437;0;0;258;0;39898;50111;17555;95749
pa1.model;Mine;13847;2786;0;0;0;0;49;0;0;0;0;0;226;0;0;0;0;0
pa1.model;MoveStack;8054;2573;0;0;0;0;59;0;0;0;0;0;238;0;13944;15233;0;0
pa1.model;MoveResult;9672;4756;0;0;0;0;79;0;0;0;0;0;239;0;9935;26614;0;0
pa1.model;Player;11201;2626;0;0;0;0;52;0;0;0;0;0;233;0;14279;3015;0;0
pa1.model;GameBoard;28312;8016;0;0;0;0;138;0;0;0;0;0;284;0;0;0;0;0
pa1.model;StopCell;8331;3871;0;0;0;0;53;0;0;0;0;0;224;0;7710;32684;0;0
pa1.model;Position;11615;3741;0;0;0;0;70;0;0;0;0;0;252;0;10446;61930;0;0
pa1.model;ExtraLife;4822;2049;0;0;0;0;48;0;0;0;0;0;207;0;0;0;0;0
pa1.model;Gem;8910;2329;0;0;0;0;52;0;0;0;0;0;216;0;0;0;0;0
pa1.model;GameState;18248;6952;0;0;0;0;66;0;0;0;0;0;236;0;14257;21479;16463;36482
pa1.model;EntityCell;14898;4104;0;0;0;0;51;0;0;0;0;0;237;0;11903;72392;0;0
pa1.model;Entity;11384;2649;0;0;0;0;52;0;0;0;0;0;216;0;8768;65698;20998;129355
